34201.351250189,1,11885180,200,2238286,1
34201.360506371,1,11885181,100,2238291,1
34201.374907922,2,11885163,50,2238300,1
34201.399685976,2,11885176,5,2238300,1
34201.416519240,1,11885182,50,2238311,-1
34201.417624086,1,11885183,100,2238310,-1
34201.422739883,1,11885184,25,2238289,1
34201.423971978,4,11885118,25,2238303,1
34201.430170505,2,11885174,25,2238300,-1
34201.444294555,3,11885141,10,2238300,1
34201.447401418,1,11885185,10,2238304,-1
34201.457344542,3,11885154,15,2238300,-1
34201.465348281,1,11885186,500,2238285,1
34201.475781278,4,11885153,25,2238299,1
34201.481151098,1,11885187,10,2238318,-1
34201.483265847,3,11885133,100,2238300,1
34201.503218831,3,11885164,200,2238300,1
34201.507372096,1,11885188,200,2238290,1
34201.525541387,2,11885135,25,2238300,-1
34201.531457178,1,11885189,500,2238315,-1
34201.551828794,1,11885190,200,2238308,-1
34201.557118267,1,11885191,1000,2238313,-1
34201.572839383,1,11885192,100,2238295,1
34201.581759766,4,11885167,10,2238302,1
34201.581914432,4,11885135,10,2238299,-1
34201.586047810,2,11885159,100,2238300,-1
34201.605176330,1,11885193,200,2238316,-1
34201.605541924,2,11885156,50,2238300,1
34201.665164566,1,11885194,100,2238296,1
34201.677006306,1,11885195,50,2238290,1
34201.682639551,1,11885196,25,2238294,1
34201.692042614,2,11885170,12,2238300,1
34201.716441451,1,11885197,25,2238315,-1
34201.716535870,4,11885183,25,2238296,-1
34201.722364992,2,11885180,100,2238300,1
34201.755074337,1,11885198,1000,2238307,-1
34201.774270410,1,11885199,25,2238319,-1
34201.786286136,3,11885163,50,2238300,1
34201.789494808,2,11885188,100,2238300,1
34201.825839788,3,11885194,100,2238300,1
34201.849290048,3,11885179,500,2238300,-1
34201.865481494,1,11885200,100,2238305,-1
34201.888853643,1,11885201,100,2238302,-1
34201.902034759,1,11885202,25,2238306,-1
34201.917476544,1,11885203,25,2238306,-1
34201.934888528,3,11885189,500,2238300,-1
34201.955321318,1,11885204,200,2238295,1
34201.957878175,2,11885165,25,2238300,-1
34201.992072730,1,11885205,25,2238301,-1
34201.993391928,3,11885152,44,2238300,1
34202.002176101,4,11885131,25,2238302,-1
34202.002429532,2,11885203,12,2238300,-1
34202.011847725,2,11885170,6,2238300,1
34202.035859371,1,11885206,500,2238298,1
34202.039488667,1,11885207,100,2238287,1
34202.050590038,4,11885167,25,2238297,1
34202.072254316,3,11885182,50,2238300,-1
34202.077498760,1,11885208,100,2238307,-1
34202.107567738,1,11885209,500,2238318,-1
34202.117919235,1,11885210,10,2238285,1
34202.120303150,4,11885131,50,2238298,-1
34202.165240247,1,11885211,25,2238281,1
34202.185619054,1,11885212,200,2238291,1
34202.187181943,1,11885213,100,2238296,1
34202.187443126,3,11885171,100,2238300,-1
34202.196331169,1,11885214,100,2238286,1
34202.210022209,3,11885212,200,2238300,1
34202.219028008,1,11885215,50,2238283,1
34202.229337750,7,0,0,0,0
34202.248130456,1,11885216,500,2238303,-1
34202.252018185,1,11885217,1000,2238313,-1
34202.259580265,2,11885142,106,2238300,-1
34202.275335273,2,11885168,25,2238300,-1
34202.280957690,1,11885218,100,2238313,-1
34202.281956842,2,11885193,100,2238300,-1
34202.312659787,1,11885219,10,2238297,1
34202.313675292,3,11885219,10,2238300,1
34202.314293844,2,11885151,1,2238300,1
34202.319583886,4,11885201,50,2238295,-1
34202.354129433,1,11885220,100,2238295,1
34202.356668617,3,11885193,100,2238300,-1
34202.357888997,1,11885221,1000,2238318,-1
34202.374949964,2,11885124,12,2238300,-1
34202.384340312,2,11885124,6,2238300,-1
34202.386329896,1,11885222,10,2238312,-1
34202.406721549,1,11885223,10,2238299,1
34202.414282050,1,11885224,50,2238288,1
34202.418203338,2,11885131,57,2238300,-1
34202.419894390,1,11885225,100,2238291,1
34202.425411122,1,11885226,10,2238283,1
34202.431030796,2,11885210,5,2238300,1
34202.438516002,1,11885227,25,2238299,1
34202.467579322,3,11885181,100,2238300,1
34202.471556113,3,11885161,50,2238300,-1
34202.472939378,1,11885228,100,2238303,-1
34202.486488937,1,11885229,100,2238289,1
34202.495008014,1,11885230,10,2238287,1
34202.498935006,2,11885196,12,2238300,1
34202.499857583,1,11885231,10,2238317,-1
34202.520300213,1,11885232,100,2238297,1
34202.521510897,4,11885192,10,2238305,1
34202.538386892,1,11885233,100,2238294,1
34202.552667030,1,11885234,200,2238315,-1
34202.566933076,4,11885224,25,2238304,1
34202.570836993,1,11885235,100,2238303,-1
34202.580817021,2,11885195,25,2238300,1
34202.587896318,1,11885236,200,2238288,1
34202.588694665,4,11885230,10,2238301,1
34202.594906869,3,11885128,88,2238300,1
34202.600880398,2,11885190,100,2238300,-1
34202.610169241,4,11885208,10,2238300,-1
34202.650559615,2,11885131,29,2238300,-1
34202.653406398,1,11885237,50,2238288,1
34202.656731708,1,11885238,10,2238289,1
34202.657724453,1,11885239,10,2238289,1
34202.668619357,1,11885240,100,2238305,-1
34202.696425921,1,11885241,100,2238305,-1
34202.714084439,2,11885220,50,2238300,1
34202.715065562,2,11885121,2,2238300,-1
34202.719569105,1,11885242,25,2238307,-1
34202.721049064,3,11885143,10,2238300,1
34202.728135525,3,11885221,1000,2238300,-1
34202.728520308,3,11885157,500,2238300,-1
34202.737614613,1,11885243,10,2238285,1
34202.742144889,4,11885235,10,2238302,-1
34202.744810658,4,11885214,50,2238298,1
34202.749396801,4,11885213,50,2238301,1
34202.756386576,1,11885244,10,2238280,1
34202.759263440,4,11885226,10,2238303,1
34202.778312680,3,11885184,25,2238300,1
34202.784278680,3,11885142,107,2238300,-1
34202.813543217,1,11885245,100,2238301,-1
34202.818592546,1,11885246,25,2238288,1
34202.822429850,3,11885197,25,2238300,-1
34202.838102289,1,11885247,200,2238305,-1
34202.844434296,4,11885121,3,2238297,-1
34202.852392835,2,11885158,50,2238300,1
34202.867361637,1,11885248,100,2238286,1
34202.877111715,3,11885223,10,2238300,1
34202.886193429,2,11885180,50,2238300,1
34202.898871232,1,11885249,100,2238308,-1
34202.900945336,2,11885203,6,2238300,-1
34202.901646120,2,11885225,50,2238300,1
34202.909723891,1,11885250,25,2238312,-1
34202.909887647,1,11885251,200,2238281,1
34202.913930084,2,11885245,50,2238300,-1
34202.915854884,1,11885252,200,2238306,-1
34202.916506677,1,11885253,10,2238307,-1
34202.918731487,4,11885227,10,2238303,1
34202.925144623,2,11885190,50,2238300,-1
34202.929560327,4,11885199,10,2238300,-1
34202.935304220,1,11885254,1000,2238311,-1
34202.942160043,4,11885228,10,2238296,-1
34202.955145858,2,11885170,3,2238300,1
34202.963030868,1,11885255,100,2238310,-1
34202.975677404,1,11885256,200,2238302,-1
34202.999937055,1,11885257,100,2238297,1
34203.005149354,3,11885167,40,2238300,1
34203.035680722,2,11885215,25,2238300,1
34203.036034911,3,11885204,200,2238300,1
34203.040531441,1,11885258,500,2238285,1
34203.045183805,2,11885232,50,2238300,1
34203.049755863,1,11885259,200,2238299,1
34203.056668232,2,11885187,5,2238300,-1
34203.071583203,1,11885260,25,2238316,-1
34203.073041885,1,11885261,200,2238303,-1
34203.107325897,2,11885255,50,2238300,-1
34203.107997333,4,11885168,25,2238305,-1
34203.109910040,1,11885262,25,2238295,1
34203.116722659,2,11885222,5,2238300,-1
34203.133001821,2,11885151,1,2238300,1
34203.133681913,3,11885225,50,2238300,1
34203.141140974,3,11885139,7,2238300,1
34203.142480023,1,11885263,50,2238317,-1
34203.163514100,2,11885174,12,2238300,-1
34203.178114871,2,11885135,7,2238300,-1
34203.195916588,1,11885264,500,2238289,1
34203.198471581,2,11885195,12,2238300,1
34203.217175304,2,11885238,5,2238300,1
34203.220383571,2,11885153,12,2238300,1
34203.227366638,4,11885169,10,2238304,-1
34203.240118920,3,11885240,100,2238300,-1
34203.240539588,1,11885265,200,2238307,-1
34203.245928184,1,11885266,100,2238310,-1
34203.262259762,1,11885267,10,2238298,1
34203.267631830,1,11885268,200,2238289,1
34203.271478407,1,11885269,200,2238305,-1
34203.278714061,1,11885270,100,2238291,1
34203.280232500,4,11885247,10,2238297,-1
34203.297024553,3,11885176,5,2238300,1
34203.311426627,2,11885232,25,2238300,1
34203.332552529,1,11885271,100,2238317,-1
34203.335306489,1,11885272,100,2238316,-1
34203.353812012,1,11885273,100,2238296,1
34203.375221415,3,11885208,90,2238300,-1
34203.375684393,2,11885209,250,2238300,-1
34203.383741348,2,11885268,100,2238300,1
34203.391723250,2,11885249,50,2238300,-1
34203.392988081,1,11885274,500,2238318,-1
34203.407051631,2,11885234,100,2238300,-1
34203.407462506,3,11885273,100,2238300,1
34203.413882184,2,11885235,45,2238300,-1
34203.415387866,1,11885275,200,2238320,-1
34203.418943684,3,11885238,5,2238300,1
34203.425674123,1,11885276,50,2238288,1
34203.426835019,1,11885277,100,2238280,1
34203.460968943,3,11885245,50,2238300,-1
34203.463550735,1,11885278,200,2238305,-1
34203.466324047,3,11885177,100,2238300,-1
34203.466515237,1,11885279,100,2238286,1
34203.475969293,3,11885267,10,2238300,1
34203.476612346,1,11885280,100,2238316,-1
34203.480377517,4,11885206,25,2238305,1
34203.495161165,2,11885262,12,2238300,1
34203.498231339,4,11885196,13,2238298,1
34203.526616154,3,11885265,200,2238300,-1
34203.528938978,1,11885281,500,2238318,-1
34203.544806224,1,11885282,200,2238313,-1
34203.575730608,1,11885283,50,2238303,-1
34203.581571314,1,11885284,25,2238282,1
34203.589827089,1,11885285,10,2238292,1
34203.613385280,1,11885286,50,2238286,1
34203.619779523,1,11885287,100,2238286,1
34203.641036259,2,11885274,250,2238300,-1
34203.674254773,2,11885276,25,2238300,1
34203.675191955,2,11885269,100,2238300,-1
34203.694185387,4,11885220,50,2238297,1
34203.721354673,3,11885279,100,2238300,1
34203.728194247,4,11885200,50,2238295,-1
34203.731738054,4,11885206,10,2238305,1
34203.739575350,4,11885237,25,2238298,1
34203.756120429,3,11885258,500,2238300,1
34203.759094587,3,11885282,200,2238300,-1
34203.762590506,1,11885288,100,2238314,-1
34203.763497828,1,11885289,50,2238284,1
34203.766348644,1,11885290,50,2238311,-1
34203.779181781,2,11885266,50,2238300,-1
34203.781877617,1,11885291,100,2238287,1
34203.807530894,3,11885266,50,2238300,-1
34203.808779904,1,11885292,500,2238292,1
34203.815284266,4,11885213,10,2238303,1
34203.839679419,3,11885288,100,2238300,-1
34203.842143689,3,11885283,50,2238300,-1
34203.842997855,3,11885150,200,2238300,-1
34203.867916528,3,11885239,10,2238300,1
34203.870174960,1,11885293,100,2238304,-1
34203.882795145,4,11885231,10,2238302,-1
34203.884210140,2,11885250,12,2238300,-1
34203.890416141,3,11885217,1000,2238300,-1
34203.893352569,1,11885294,100,2238298,1
34203.905405134,1,11885295,10,2238284,1
34203.910662276,3,11885278,200,2238300,-1
34203.921043493,7,0,0,0,0
34203.925863925,4,11885215,10,2238305,1
34203.946622702,4,11885162,10,2238303,1
34203.951615933,4,11885118,25,2238299,1
34203.957833577,1,11885296,25,2238308,-1
34203.962082499,4,11885280,50,2238295,-1
34203.978662385,3,11885125,175,2238300,1
34203.981415524,2,11885235,22,2238300,-1
34203.990523207,1,11885297,100,2238287,1
34203.998283275,3,11885170,4,2238300,1
34204.005292969,3,11885285,10,2238300,1
34204.013875789,3,11885210,5,2238300,1
34204.016579504,4,11885250,10,2238299,-1
34204.019797464,2,11885289,25,2238300,1
34204.044053771,1,11885298,1000,2238302,-1
34204.072455838,3,11885209,250,2238300,-1
34204.084373264,1,11885299,100,2238282,1
34204.103300622,3,11885299,100,2238300,1
34204.109518662,1,11885300,100,2238318,-1
34204.114435742,1,11885301,200,2238285,1
34204.115405962,1,11885302,100,2238313,-1
34204.124642189,1,11885303,25,2238284,1
34204.148397277,4,11885190,50,2238296,-1
34204.162136162,4,11885284,25,2238298,1
34204.167188443,1,11885304,100,2238313,-1
34204.177650198,1,11885305,10,2238315,-1
34204.217452390,3,11885188,100,2238300,1
34204.222083940,2,11885195,6,2238300,1
34204.235602962,2,11885262,6,2238300,1
34204.244257582,1,11885306,50,2238308,-1
34204.262176939,2,11885281,250,2238300,-1
34204.266295257,1,11885307,25,2238315,-1
34204.282141516,3,11885249,50,2238300,-1
34204.284175510,7,0,0,0,0
34204.315696306,3,11885156,50,2238300,1
34204.344734788,3,11885236,200,2238300,1
34204.346213891,1,11885308,25,2238299,1
34204.352302128,2,11885272,50,2238300,-1
34204.376692072,1,11885309,10,2238301,-1
34204.389500349,1,11885310,10,2238306,-1
34204.390513081,1,11885311,25,2238312,-1
34204.395569744,1,11885312,25,2238292,1
34204.413175962,7,0,0,0,0
34204.423671168,1,11885313,100,2238318,-1
34204.433797755,1,11885314,100,2238311,-1
34204.453314243,2,11885135,4,2238300,-1
34204.455924858,2,11885263,25,2238300,-1
34204.462377962,1,11885315,100,2238318,-1
34204.462712514,1,11885316,10,2238281,1
34204.479898947,4,11885213,10,2238298,1
34204.488262102,2,11885260,12,2238300,-1
34204.492292730,1,11885317,200,2238283,1
34204.496537061,1,11885318,100,2238289,1
34204.506052749,4,11885216,10,2238299,-1
34204.521356621,1,11885319,25,2238314,-1
34204.530172498,3,11885211,25,2238300,1
34204.546170105,1,11885320,100,2238287,1
34204.556218617,1,11885321,10,2238297,1
34204.559904176,1,11885322,25,2238297,1
34204.565861544,1,11885323,50,2238297,1
34204.566838381,1,11885324,25,2238301,-1
34204.571745336,4,11885319,25,2238298,-1
34204.580230732,1,11885325,50,2238291,1
34204.587025620,1,11885326,100,2238310,-1
34204.587826029,1,11885327,100,2238320,-1
34204.593948369,1,11885328,200,2238311,-1
34204.598726952,1,11885329,10,2238320,-1
34204.602593363,1,11885330,500,2238306,-1
34204.637242796,2,11885253,5,2238300,-1
34204.671589227,1,11885331,50,2238313,-1
34204.698481583,7,0,0,0,0
34204.700465205,1,11885332,100,2238307,-1
34204.703908875,3,11885308,25,2238300,1
34204.715086143,1,11885333,100,2238305,-1
34204.730648753,7,0,0,0,0
34204.737173311,2,11885312,12,2238300,1
34204.745018158,1,11885334,200,2238296,1
34204.755735963,2,11885160,12,2238300,-1
34204.764019226,2,11885286,25,2238300,1
34204.797750218,1,11885335,100,2238308,-1
34204.805064894,2,11885320,50,2238300,1
34204.809750853,2,11885334,100,2238300,1
34204.811384810,1,11885336,500,2238314,-1
34204.812282469,3,11885292,500,2238300,1
34204.816020540,1,11885337,100,2238312,-1
34204.821786027,1,11885338,200,2238302,-1
34204.823008667,2,11885222,2,2238300,-1
34204.849590194,2,11885216,245,2238300,-1
34204.853609752,1,11885339,25,2238306,-1
34204.864318981,3,11885235,23,2238300,-1
34204.870289627,1,11885340,25,2238293,1
34204.882455472,2,11885232,12,2238300,1
34204.887009271,1,11885341,500,2238317,-1
34204.890769365,1,11885342,50,2238288,1
34204.896891686,2,11885272,25,2238300,-1
34204.921985636,2,11885277,50,2238300,1
34204.923239700,1,11885343,100,2238283,1
34204.932313650,1,11885344,100,2238318,-1
34204.942677354,2,11885333,50,2238300,-1
34204.946085859,3,11885165,25,2238300,-1
34204.966149422,1,11885345,500,2238287,1
34204.973190250,2,11885314,50,2238300,-1
34204.985573905,1,11885346,25,2238292,1
34204.988787712,1,11885347,200,2238319,-1
34205.003308617,1,11885348,200,2238291,1
34205.020640663,3,11885159,100,2238300,-1
34205.034911998,1,11885349,200,2238304,-1
34205.045515680,4,11885153,10,2238300,1
34205.065335172,4,11885202,25,2238298,-1
34205.067690853,2,11885320,25,2238300,1
34205.069505851,1,11885350,100,2238298,1
34205.077104723,1,11885351,100,2238310,-1
34205.107553390,4,11885192,10,2238301,1
34205.132657938,4,11885206,25,2238297,1
34205.135530456,3,11885310,10,2238300,-1
34205.142253294,1,11885352,100,2238313,-1
34205.152294349,1,11885353,100,2238312,-1
34205.158989524,4,11885191,50,2238302,-1
34205.169063736,4,11885348,10,2238301,1
34205.186484727,1,11885354,100,2238311,-1
34205.187884180,3,11885166,200,2238300,1
34205.188354498,3,11885134,500,2238300,-1
34205.189681098,1,11885355,25,2238286,1
34205.201347607,2,11885228,45,2238300,-1
34205.222095998,1,11885356,10,2238309,-1
34205.233017594,1,11885357,100,2238308,-1
34205.233973887,1,11885358,100,2238295,1
34205.241302008,1,11885359,1000,2238304,-1
34205.246789255,1,11885360,200,2238303,-1
34205.247869865,4,11885216,10,2238297,-1
34205.258130255,1,11885361,100,2238280,1
34205.263930216,2,11885224,12,2238300,1
34205.289174277,1,11885362,500,2238297,1
34205.290682658,3,11885300,100,2238300,-1
34205.323718478,1,11885363,25,2238303,-1
34205.332906393,1,11885364,25,2238290,1
34205.342243989,1,11885365,100,2238292,1
34205.343440203,2,11885350,50,2238300,1
34205.365397667,1,11885366,100,2238305,-1
34205.383659518,2,11885234,50,2238300,-1
34205.398044912,3,11885135,4,2238300,-1
34205.406896794,1,11885367,100,2238287,1
34205.416800762,1,11885368,100,2238303,-1
34205.424515208,1,11885369,500,2238283,1
34205.461133061,1,11885370,100,2238290,1
34205.474224852,1,11885371,10,2238286,1
34205.483700004,2,11885237,12,2238300,1
34205.484972010,3,11885232,13,2238300,1
34205.491831997,2,11885269,50,2238300,-1
34205.493658768,3,11885271,100,2238300,-1
34205.506861432,4,11885298,50,2238299,-1
34205.514281744,4,11885187,5,2238303,-1
34205.518746551,2,11885312,6,2238300,1
34205.520458112,4,11885207,10,2238303,1
34205.520483830,1,11885372,50,2238284,1
34205.545769475,4,11885162,25,2238305,1
34205.551205878,1,11885373,200,2238309,-1
34205.559681363,2,11885174,6,2238300,-1
34205.561657880,4,11885321,10,2238302,1
34205.581759440,1,11885374,100,2238282,1
34205.586362656,3,11885263,25,2238300,-1
34205.592597500,1,11885375,200,2238282,1
34205.595409556,1,11885376,50,2238282,1
34205.613708781,4,11885119,50,2238301,1
34205.632613932,1,11885377,100,2238286,1
34205.633231570,3,11885199,15,2238300,-1
34205.633680501,3,11885327,100,2238300,-1
34205.645748499,4,11885195,7,2238303,1
34205.647181591,1,11885378,100,2238286,1
34205.648582356,4,11885323,25,2238300,1
34205.652410458,1,11885379,200,2238295,1
34205.661198193,1,11885380,100,2238311,-1
34205.668875274,1,11885381,25,2238315,-1
34205.670152626,2,11885378,50,2238300,1
34205.670564282,1,11885382,1000,2238292,1
34205.675610141,1,11885383,500,2238299,1
34205.694892898,2,11885203,3,2238300,-1
34205.701092669,1,11885384,200,2238298,1
34205.741586708,3,11885316,10,2238300,1
34205.753179420,1,11885385,10,2238303,-1
34205.753845863,1,11885386,500,2238297,1
34205.771527631,1,11885387,25,2238302,-1
34205.780058072,1,11885388,100,2238287,1
34205.781955247,1,11885389,500,2238315,-1
34205.782307887,1,11885390,100,2238316,-1
34205.790308279,1,11885391,25,2238286,1
34205.811906340,2,11885364,12,2238300,1
34205.827746296,3,11885312,7,2238300,1
34205.834279494,1,11885392,25,2238313,-1
34205.834543580,1,11885393,200,2238302,-1
34205.840924194,2,11885262,3,2238300,1
34205.877413039,2,11885277,25,2238300,1
34205.885042076,3,11885259,200,2238300,1
34205.893615035,1,11885394,25,2238294,1
34205.897442355,1,11885395,500,2238288,1
34205.905734464,1,11885396,50,2238318,-1
34205.912476471,1,11885397,100,2238299,1
34205.912483308,1,11885398,200,2238289,1
34205.937589343,1,11885399,100,2238295,1
34205.962505532,3,11885317,200,2238300,1
34205.994834962,4,11885329,10,2238300,-1
34205.998426960,1,11885400,100,2238316,-1
34206.000341019,2,11885386,250,2238300,1
34206.015805265,2,11885244,5,2238300,1
34206.020559594,1,11885401,500,2238299,1
34206.050259881,7,0,0,0,0
34206.083836646,2,11885385,5,2238300,-1
34206.086332743,4,11885228,10,2238296,-1
34206.089050777,1,11885402,100,2238289,1
34206.092132516,1,11885403,200,2238304,-1
34206.092625967,1,11885404,100,2238286,1
34206.097385582,1,11885405,100,2238319,-1
34206.109006229,1,11885406,10,2238290,1
34206.112032531,1,11885407,200,2238306,-1
34206.119952183,1,11885408,100,2238301,-1
34206.130554810,1,11885409,50,2238296,1
34206.167205822,2,11885367,50,2238300,1
34206.170288273,1,11885410,100,2238287,1
34206.188604998,1,11885411,25,2238303,-1
34206.199452691,1,11885412,25,2238293,1
34206.202903140,3,11885296,25,2238300,-1
34206.218268573,4,11885277,10,2238303,1
34206.223171079,1,11885413,10,2238285,1
34206.228964630,3,11885374,100,2238300,1
34206.229600839,2,11885198,500,2238300,-1
34206.240631296,1,11885414,10,2238282,1
34206.245526930,4,11885406,10,2238302,1
34206.254029954,1,11885415,100,2238302,-1
34206.277101415,2,11885389,250,2238300,-1
34206.278696622,1,11885416,200,2238293,1
34206.280045499,4,11885341,10,2238305,-1
34206.281645758,1,11885417,100,2238297,1
34206.286710027,1,11885418,200,2238301,-1
34206.296466665,1,11885419,10,2238305,-1
34206.305332386,4,11885207,25,2238296,1
34206.320738299,4,11885335,10,2238305,-1
34206.327385544,1,11885420,10,2238313,-1
34206.336767209,1,11885421,10,2238308,-1
34206.343214936,1,11885422,50,2238310,-1
34206.361720262,2,11885262,2,2238300,1
34206.363163419,1,11885423,200,2238309,-1
34206.372451586,1,11885424,200,2238316,-1
34206.392639866,2,11885237,6,2238300,1
34206.393318554,1,11885425,25,2238294,1
34206.411211974,1,11885426,500,2238302,-1
34206.423407372,3,11885359,1000,2238300,-1
34206.428464796,2,11885269,25,2238300,-1
34206.433124382,1,11885427,100,2238319,-1
34206.437344124,1,11885428,10,2238290,1
34206.437853384,3,11885256,200,2238300,-1
34206.457310269,2,11885281,125,2238300,-1
34206.467853946,4,11885408,10,2238297,-1
34206.478277349,1,11885429,200,2238320,-1
34206.481922400,2,11885339,12,2238300,-1
34206.504506453,1,11885430,50,2238285,1
